Country_Key,Country_Name
1,Australia
2,Austria
3,Belgium
4,Bulgaria
5,Canada
6,Switzerland
7,Chile
8,Colombia
9,Cyprus
10,Czechia
11,Germany
12,Denmark
13,Spain
14,Estonia
15,Finland
16,France
17,United Kingdom
18,Greece
19,Croatia
20,Hungary
21,Ireland
22,Iceland
23,Italy
24,Japan
25,Korea
26,Lithuania
27,Luxembourg
28,Latvia
29,Montenegro
30,Malta
31,Netherlands
32,Norway
33,New Zealand
34,Poland
35,Portugal
36,Romania
37,Slovakia
38,Slovenia
39,Sweden
40,Turkey
41,United States
