TelecomFact_ID,Country_Key,Time_Key,NetworkTypeKey,NetworkAccessKey,Telecom_Key,Unit_Key,MeasureValue
1381,35,8,1,3,2,2,18763000.0
2989,35,8,1,6,2,2,5816000.0
3990,35,8,1,7,2,2,733000.0
157,35,8,1,12,2,2,29446000.0
4504,35,8,2,4,2,2,57767000.0
5116,35,8,2,5,2,2,3319000.0
5822,35,8,2,8,2,2,20061000.0
6371,35,8,2,9,1,1,6.97
769,35,8,2,12,2,2,61086000.0
1986,35,9,1,2,2,2,4117000.0
1382,35,9,1,3,2,2,17827000.0
2990,35,9,1,6,2,2,7075000.0
3991,35,9,1,7,2,2,836000.0
158,35,9,1,12,2,2,29855000.0
4505,35,9,2,4,2,2,59870000.0
5117,35,9,2,5,2,2,3312000.0
5823,35,9,2,8,2,2,21021000.0
6372,35,9,2,9,1,1,7.65
770,35,9,2,12,2,2,63182000.0
1987,35,11,1,2,2,2,4058000.0
1383,35,11,1,3,2,2,16848000.0
2991,35,11,1,6,2,2,8327000.0
3992,35,11,1,7,2,2,920000.0
159,35,11,1,12,2,2,30153000.0
4506,35,11,2,4,2,2,59443000.0
5118,35,11,2,5,2,2,3342000.0
5824,35,11,2,8,2,2,21677000.0
6373,35,11,2,9,1,1,9.53
771,35,11,2,12,2,2,62785000.0
1988,35,12,1,2,2,2,3951000.0
1384,35,12,1,3,2,2,15340000.0
2992,35,12,1,6,2,2,10410000.0
3993,35,12,1,7,2,2,949000.0
160,35,12,1,12,2,2,30650000.0
4507,35,12,2,4,2,2,61292000.0
5119,35,12,2,5,2,2,3466000.0
5825,35,12,2,8,2,2,22505000.0
6374,35,12,2,9,1,1,9.97
772,35,12,2,12,2,2,64758000.0
1989,35,14,1,2,2,2,3849000.0
1385,35,14,1,3,2,2,13722000.0
2993,35,14,1,6,2,2,12461000.0
3994,35,14,1,7,2,2,1010000.0
161,35,14,1,12,2,2,31042000.0
5550,35,14,2,1,2,2,900000.0
4508,35,14,2,4,2,2,62965000.0
5120,35,14,2,5,2,2,3591000.0
5826,35,14,2,8,2,2,22918000.0
6375,35,14,2,9,1,1,11.04
773,35,14,2,12,2,2,66556000.0
1990,35,15,1,2,2,2,3567000.0
1386,35,15,1,3,2,2,12396000.0
2994,35,15,1,6,2,2,14496000.0
3995,35,15,1,7,2,2,1051000.0
162,35,15,1,12,2,2,31510000.0
5551,35,15,2,1,2,2,3237000.0
4509,35,15,2,4,2,2,64237000.0
5121,35,15,2,5,2,2,3669000.0
5827,35,15,2,8,2,2,23600000.0
6376,35,15,2,9,1,1,11.69
774,35,15,2,12,2,2,67906000.0
1991,35,17,1,2,2,2,3260000.0
1387,35,17,1,3,2,2,11125000.0
2995,35,17,1,6,2,2,16327000.0
3996,35,17,1,7,2,2,1062000.0
163,35,17,1,12,2,2,31774000.0
5552,35,17,2,1,2,2,5365000.0
4510,35,17,2,4,2,2,64647000.0
5122,35,17,2,5,2,2,3769000.0
5828,35,17,2,8,2,2,24069000.0
6377,35,17,2,9,1,1,13.41
775,35,17,2,12,2,2,68416000.0
1992,35,18,1,2,2,2,2963000.0
1388,35,18,1,3,2,2,9798000.0
2996,35,18,1,6,2,2,18149000.0
3997,35,18,1,7,2,2,1067000.0
164,35,18,1,12,2,2,31977000.0
5553,35,18,2,1,2,2,8520000.0
4511,35,18,2,4,2,2,65565000.0
5123,35,18,2,5,2,2,3936000.0
5829,35,18,2,8,2,2,23884000.0
6378,35,18,2,9,1,1,14.44
776,35,18,2,12,2,2,69501000.0
1993,35,20,1,2,2,2,2699000.0
1389,35,20,1,3,2,2,8548000.0
2997,35,20,1,6,2,2,19842000.0
3998,35,20,1,7,2,2,1065000.0
165,35,20,1,12,2,2,32154000.0
5554,35,20,2,1,2,2,10785000.0
4512,35,20,2,4,2,2,66792000.0
5124,35,20,2,5,2,2,3955000.0
5830,35,20,2,8,2,2,23795000.0
6379,35,20,2,9,1,1,16.26
777,35,20,2,12,2,2,70747000.0
1994,35,21,1,2,2,2,2335000.0
1390,35,21,1,3,2,2,7438000.0
2998,35,21,1,6,2,2,21465000.0
3999,35,21,1,7,2,2,1093000.0
166,35,21,1,12,2,2,32331000.0
5555,35,21,2,1,2,2,14409000.0
4513,35,21,2,4,2,2,68404000.0
5125,35,21,2,5,2,2,4166000.0
5831,35,21,2,8,2,2,24372000.0
6380,35,21,2,9,1,1,16.73
778,35,21,2,12,2,2,72570000.0
1995,35,23,1,2,2,2,2047000.0
1391,35,23,1,3,2,2,6250000.0
2999,35,23,1,6,2,2,22971000.0
4000,35,23,1,7,2,2,1150000.0
167,35,23,1,12,2,2,32418000.0
5556,35,23,2,1,2,2,18299000.0
4514,35,23,2,4,2,2,68896000.0
5126,35,23,2,5,2,2,4201000.0
5832,35,23,2,8,2,2,25278000.0
6381,35,23,2,9,1,1,17.8
779,35,23,2,12,2,2,73097000.0
1996,35,24,1,2,2,2,1739000.0
1392,35,24,1,3,2,2,5201000.0
3000,35,24,1,6,2,2,24390000.0
4001,35,24,1,7,2,2,1228000.0
168,35,24,1,12,2,2,32558000.0
5557,35,24,2,1,2,2,24603000.0
4515,35,24,2,4,2,2,70807000.0
5127,35,24,2,5,2,2,4138000.0
5833,35,24,2,8,2,2,23762000.0
6382,35,24,2,9,1,1,18.2
780,35,24,2,12,2,2,74945000.0
1997,37,5,1,2,2,2,7845719.0
1393,37,5,1,3,2,2,24813850.0
3001,37,5,1,6,2,2,884577.0
4002,37,5,1,7,2,2,18963.0
2539,37,5,1,10,2,2,39000.0
3526,37,5,1,11,2,2,25520.0
169,37,5,1,12,2,2,33627629.0
4516,37,5,2,4,2,2,63312571.0
5128,37,5,2,5,2,2,3694476.0
781,37,5,2,12,2,2,67007047.0
1998,37,6,1,2,2,2,7980287.0
1394,37,6,1,3,2,2,24997200.0
3002,37,6,1,6,2,2,1087690.0
4003,37,6,1,7,2,2,16857.0
2540,37,6,1,10,2,2,45000.0
3527,37,6,1,11,2,2,24999.0
170,37,6,1,12,2,2,34152033.0
4517,37,6,2,4,2,2,65015849.0
5129,37,6,2,5,2,2,3613934.0
5834,37,6,2,8,2,2,23100000.0
6383,37,6,2,9,1,1,2.54
782,37,6,2,12,2,2,68629783.0
1999,37,8,1,2,2,2,8095941.0
1395,37,8,1,3,2,2,25155042.0
3003,37,8,1,6,2,2,1238948.0
4004,37,8,1,7,2,2,17340.0
2541,37,8,1,10,2,2,45000.0
3528,37,8,1,11,2,2,24309.0
171,37,8,1,12,2,2,34576580.0
4518,37,8,2,4,2,2,67146540.0
5130,37,8,2,5,2,2,3381365.0
783,37,8,2,12,2,2,70527905.0
2000,37,9,1,2,2,2,8304686.0
1396,37,9,1,3,2,2,25256216.0
3004,37,9,1,6,2,2,1547909.0
4005,37,9,1,7,2,2,14534.0
2542,37,9,1,10,2,2,45000.0
3529,37,9,1,11,2,2,23072.0
172,37,9,1,12,2,2,35191417.0
4519,37,9,2,4,2,2,68904713.0
5131,37,9,2,5,2,2,3353633.0
5835,37,9,2,8,2,2,27700000.0
6384,37,9,2,9,1,1,3.34
784,37,9,2,12,2,2,72258346.0
2001,37,11,1,2,2,2,8501450.0
1397,37,11,1,3,2,2,25248602.0
3005,37,11,1,6,2,2,1754888.0
4006,37,11,1,7,2,2,13465.0
2543,37,11,1,10,2,2,45000.0
3530,37,11,1,11,2,2,23473.0
173,37,11,1,12,2,2,35586878.0
4520,37,11,2,4,2,2,68986328.0
5132,37,11,2,5,2,2,3301743.0
5836,37,11,2,8,2,2,31850000.0
785,37,11,2,12,2,2,72288071.0
2002,37,12,1,2,2,2,8725131.0
1398,37,12,1,3,2,2,25354410.0
3006,37,12,1,6,2,2,2047317.0
4007,37,12,1,7,2,2,13211.0
2544,37,12,1,10,2,2,52000.0
3531,37,12,1,11,2,2,23234.0
174,37,12,1,12,2,2,36215303.0
4521,37,12,2,4,2,2,72638000.0
5133,37,12,2,5,2,2,3345000.0
5837,37,12,2,8,2,2,36000000.0
6385,37,12,2,9,1,1,4.57
786,37,12,2,12,2,2,75983000.0
2003,37,14,1,2,2,2,8777756.0
1399,37,14,1,3,2,2,25351176.0
3007,37,14,1,6,2,2,2326887.0
4008,37,14,1,7,2,2,12403.0
2545,37,14,1,10,2,2,50000.0
3532,37,14,1,11,2,2,23770.0
175,37,14,1,12,2,2,36541992.0
4522,37,14,2,4,2,2,73661000.0
5134,37,14,2,5,2,2,3320000.0
5838,37,14,2,8,2,2,40600000.0
787,37,14,2,12,2,2,76981000.0
2004,37,15,1,2,2,2,8801231.0
1400,37,15,1,3,2,2,25370295.0
3008,37,15,1,6,2,2,2622740.0
4009,37,15,1,7,2,2,11771.0
2546,37,15,1,10,2,2,50000.0
3533,37,15,1,11,2,2,24527.0
176,37,15,1,12,2,2,36880564.0
4523,37,15,2,4,2,2,75408000.0
5135,37,15,2,5,2,2,3321000.0
5839,37,15,2,8,2,2,45600000.0
6386,37,15,2,9,1,1,6.02
788,37,15,2,12,2,2,78729000.0
2005,37,17,1,2,2,2,8792509.0
1401,37,17,1,3,2,2,25049341.0
3009,37,17,1,6,2,2,2995000.0
4010,37,17,1,7,2,2,10785.0
2547,37,17,1,10,2,2,37712.0
3534,37,17,1,11,2,2,21261.0
177,37,17,1,12,2,2,36906608.0
4524,37,17,2,4,2,2,76385000.0
5136,37,17,2,5,2,2,3265000.0
5840,37,17,2,8,2,2,53700000.0
6387,37,17,2,9,1,1,7.23
789,37,17,2,12,2,2,79650000.0
2006,37,18,1,2,2,2,8702643.0
1402,37,18,1,3,2,2,24655178.0
3010,37,18,1,6,2,2,3440002.0
4011,37,18,1,7,2,2,671860.0
2548,37,18,1,10,2,2,24500.0
3535,37,18,1,11,2,2,23941.0
178,37,18,1,12,2,2,37518124.0
5558,37,18,2,1,2,2,10945125.0
4525,37,18,2,4,2,2,73974000.0
5137,37,18,2,5,2,2,3230000.0
5841,37,18,2,8,2,2,58340000.0
6388,37,18,2,9,1,1,7.35
790,37,18,2,12,2,2,77204000.0
2007,37,20,1,2,2,2,8636902.0
1403,37,20,1,3,2,2,24639065.0
3011,37,20,1,6,2,2,3826625.0
4012,37,20,1,7,2,2,910843.0
2549,37,20,1,10,2,2,47288.0
3536,37,20,1,11,2,2,21500.0
179,37,20,1,12,2,2,38082223.0
5559,37,20,2,1,2,2,14376000.0
4526,37,20,2,4,2,2,76769000.0
5138,37,20,2,5,2,2,3075000.0
5842,37,20,2,8,2,2,58610000.0
6389,37,20,2,9,1,1,9.3
791,37,20,2,12,2,2,79844000.0
2008,37,21,1,2,2,2,8603459.0
1404,37,21,1,3,2,2,24470227.0
3012,37,21,1,6,2,2,4294611.0
4013,37,21,1,7,2,2,922082.0
2550,37,21,1,10,2,2,47836.0
3537,37,21,1,11,2,2,30214.0
180,37,21,1,12,2,2,38368429.0
5560,37,21,2,1,2,2,20064000.0
4527,37,21,2,4,2,2,78798000.0
5139,37,21,2,5,2,2,3064000.0
5843,37,21,2,8,2,2,62833000.0
6390,37,21,2,9,1,1,9.87
792,37,21,2,12,2,2,81862000.0
2009,37,23,1,2,2,2,8464721.0
1405,37,23,1,3,2,2,24138662.0
3013,37,23,1,6,2,2,4680885.0
4014,37,23,1,7,2,2,923334.0
2551,37,23,1,10,2,2,186173.0
3538,37,23,1,11,2,2,60088.0
181,37,23,1,12,2,2,38453863.0
5561,37,23,2,1,2,2,32625000.0
4528,37,23,2,4,2,2,79309000.0
5140,37,23,2,5,2,2,3129000.0
5844,37,23,2,8,2,2,68901000.0
6391,37,23,2,9,1,1,11.16
793,37,23,2,12,2,2,82438000.0
2010,37,24,1,2,2,2,8494292.0
1406,37,24,1,3,2,2,23606755.0
3014,37,24,1,6,2,2,5294602.0
4015,37,24,1,7,2,2,894031.0
2552,37,24,1,10,2,2,188921.0
3539,37,24,1,11,2,2,83076.0
182,37,24,1,12,2,2,38561677.0
5562,37,24,2,1,2,2,39345000.0
4529,37,24,2,4,2,2,81722000.0
5141,37,24,2,5,2,2,3128000.0
5845,37,24,2,8,2,2,73690000.0
6392,37,24,2,9,1,1,10.27
794,37,24,2,12,2,2,84850000.0
1407,38,5,1,3,2,2,3871207.0
3015,38,5,1,6,2,2,7707.0
4016,38,5,1,7,2,2,1269.0
3540,38,5,1,11,2,2,4644.0
183,38,5,1,12,2,2,3884827.0
4530,38,5,2,4,2,2,6884242.0
5142,38,5,2,5,2,2,447626.0
5846,38,5,2,8,2,2,353641.0
795,38,5,2,12,2,2,7331868.0
1408,38,6,1,3,2,2,3952845.0
3016,38,6,1,6,2,2,6168.0
4017,38,6,1,7,2,2,1196.0
2553,38,6,1,10,2,2,136.0
3541,38,6,1,11,2,2,4257.0
184,38,6,1,12,2,2,3964602.0
4531,38,6,2,4,2,2,7462320.0
5143,38,6,2,5,2,2,439843.0
5847,38,6,2,8,2,2,373077.0
6393,38,6,2,9,1,1,1.6
796,38,6,2,12,2,2,7902163.0
1409,38,8,1,3,2,2,4015248.0
3017,38,8,1,6,2,2,6416.0
4018,38,8,1,7,2,2,1360.0
3542,38,8,1,11,2,2,3928.0
185,38,8,1,12,2,2,4026952.0
4532,38,8,2,4,2,2,7762152.0
5144,38,8,2,5,2,2,463428.0
5848,38,8,2,8,2,2,412913.0
797,38,8,2,12,2,2,8225580.0
1410,38,9,1,3,2,2,4092175.0
3018,38,9,1,6,2,2,7961.0
4019,38,9,1,7,2,2,1577.0
2554,38,9,1,10,2,2,146.0
3543,38,9,1,11,2,2,3702.0
186,38,9,1,12,2,2,4105561.0
4533,38,9,2,4,2,2,7947794.0
5145,38,9,2,5,2,2,454549.0
5849,38,9,2,8,2,2,431795.0
6394,38,9,2,9,1,1,2.3
798,38,9,2,12,2,2,8402343.0
1411,38,11,1,3,2,2,4186576.0
3019,38,11,1,6,2,2,8265.0
4020,38,11,1,7,2,2,1763.0
2555,38,11,1,10,2,2,147.0
3544,38,11,1,11,2,2,3394.0
187,38,11,1,12,2,2,4200145.0
4534,38,11,2,4,2,2,7968509.0
5146,38,11,2,5,2,2,447105.0
5850,38,11,2,8,2,2,477353.0
799,38,11,2,12,2,2,8415614.0
1412,38,12,1,3,2,2,4256638.0
3020,38,12,1,6,2,2,8685.0
4021,38,12,1,7,2,2,1932.0
2556,38,12,1,10,2,2,136.0
3545,38,12,1,11,2,2,3082.0
188,38,12,1,12,2,2,4270473.0
4535,38,12,2,4,2,2,8051690.0
5147,38,12,2,5,2,2,428441.0
5851,38,12,2,8,2,2,589758.0
6395,38,12,2,9,1,1,3.74
800,38,12,2,12,2,2,8480131.0
1413,38,14,1,3,2,2,4317461.0
3021,38,14,1,6,2,2,15552.0
4022,38,14,1,7,2,2,2164.0
2557,38,14,1,10,2,2,125.0
3546,38,14,1,11,2,2,2793.0
189,38,14,1,12,2,2,4338095.0
4536,38,14,2,4,2,2,8293117.0
5148,38,14,2,5,2,2,424749.0
5852,38,14,2,8,2,2,694588.0
6396,38,14,2,9,1,1,4.29
801,38,14,2,12,2,2,8717866.0
1414,38,15,1,3,2,2,4407628.0
3022,38,15,1,6,2,2,16740.0
4023,38,15,1,7,2,2,2352.0
2558,38,15,1,10,2,2,123.0
3547,38,15,1,11,2,2,2527.0
190,38,15,1,12,2,2,4429370.0
4537,38,15,2,4,2,2,8549004.0
5149,38,15,2,5,2,2,436952.0
5853,38,15,2,8,2,2,726666.0
6397,38,15,2,9,1,1,5.37
802,38,15,2,12,2,2,8985956.0
1415,38,17,1,3,2,2,4311489.0
3023,38,17,1,6,2,2,147449.0
4024,38,17,1,7,2,2,2428.0
2559,38,17,1,10,2,2,119.0
3548,38,17,1,11,2,2,1873.0
191,38,17,1,12,2,2,4463358.0
4538,38,17,2,4,2,2,8759273.0
5150,38,17,2,5,2,2,437252.0
5854,38,17,2,8,2,2,811139.0
6398,38,17,2,9,1,1,5.98
803,38,17,2,12,2,2,9196525.0
1416,38,18,1,3,2,2,4271754.0
3024,38,18,1,6,2,2,208534.0
4025,38,18,1,7,2,2,3185.0
2560,38,18,1,10,2,2,118.0
3549,38,18,1,11,2,2,1724.0
192,38,18,1,12,2,2,4485315.0
4539,38,18,2,4,2,2,8875527.0
5151,38,18,2,5,2,2,429876.0
5855,38,18,2,8,2,2,963383.0
6399,38,18,2,9,1,1,7.69
804,38,18,2,12,2,2,9305403.0
1417,38,20,1,3,2,2,4212209.0
3025,38,20,1,6,2,2,287221.0
4026,38,20,1,7,2,2,3359.0
2561,38,20,1,10,2,2,122.0
3550,38,20,1,11,2,2,664.0
193,38,20,1,12,2,2,4503575.0
4540,38,20,2,4,2,2,9082205.0
5152,38,20,2,5,2,2,441946.0
5856,38,20,2,8,2,2,983258.0
6400,38,20,2,9,1,1,8.88
805,38,20,2,12,2,2,9524151.0
1418,38,21,1,3,2,2,4137396.0
3026,38,21,1,6,2,2,371532.0
4027,38,21,1,7,2,2,3601.0
2562,38,21,1,10,2,2,120.0
3551,38,21,1,11,2,2,590.0
194,38,21,1,12,2,2,4513239.0
4541,38,21,2,4,2,2,9176839.0
5153,38,21,2,5,2,2,435405.0
5857,38,21,2,8,2,2,1178507.0
6401,38,21,2,9,1,1,11.0
806,38,21,2,12,2,2,9612244.0
1419,38,23,1,3,2,2,3997373.0
3027,38,23,1,6,2,2,497377.0
4028,38,23,1,7,2,2,3877.0
2563,38,23,1,10,2,2,117.0
3552,38,23,1,11,2,2,13055.0
195,38,23,1,12,2,2,4511799.0
4542,38,23,2,4,2,2,9326071.0
5154,38,23,2,5,2,2,466787.0
5858,38,23,2,8,2,2,1475918.0
6402,38,23,2,9,1,1,13.5
807,38,23,2,12,2,2,9792858.0
1420,38,24,1,3,2,2,3826088.0
3028,38,24,1,6,2,2,639612.0
4029,38,24,1,7,2,2,4388.0
2564,38,24,1,10,2,2,113.0
3553,38,24,1,11,2,2,19708.0
196,38,24,1,12,2,2,4489909.0
4543,38,24,2,4,2,2,9301653.0
5155,38,24,2,5,2,2,474209.0
5859,38,24,2,8,2,2,1619674.0
6403,38,24,2,9,1,1,14.89
808,38,24,2,12,2,2,9775862.0
2011,41,5,1,2,2,2,1476897.0
1421,41,5,1,3,2,2,749171.0
3029,41,5,1,6,2,2,662124.0
4030,41,5,1,7,2,2,112000.0
197,41,5,1,12,2,2,3000192.0
4544,41,5,2,4,2,2,5690589.0
5156,41,5,2,5,2,2,470469.0
5860,41,5,2,8,2,2,1206340.0
6404,41,5,2,9,1,1,3.26
809,41,5,2,12,2,2,6161058.0
2012,41,6,1,2,2,2,1513045.0
1422,41,6,1,3,2,2,734109.0
3030,41,6,1,6,2,2,726975.0
4031,41,6,1,7,2,2,105420.0
198,41,6,1,12,2,2,3079549.0
4545,41,6,2,4,2,2,6127914.0
5157,41,6,2,5,2,2,454357.0
5861,41,6,2,8,2,2,1239693.0
6405,41,6,2,9,1,1,3.59
810,41,6,2,12,2,2,6582271.0
2013,41,8,1,2,2,2,1536203.0
1423,41,8,1,3,2,2,717185.0
3031,41,8,1,6,2,2,782889.0
4032,41,8,1,7,2,2,107037.0
199,41,8,1,12,2,2,3143314.0
4546,41,8,2,4,2,2,6347723.0
5158,41,8,2,5,2,2,450150.0
5862,41,8,2,8,2,2,1291297.0
6406,41,8,2,9,1,1,4.04
811,41,8,2,12,2,2,6797873.0
2014,41,9,1,2,2,2,1560351.0
1424,41,9,1,3,2,2,671841.0
3032,41,9,1,6,2,2,849145.0
4033,41,9,1,7,2,2,108352.0
200,41,9,1,12,2,2,3189689.0
4547,41,9,2,4,2,2,6499527.0
5159,41,9,2,5,2,2,669599.0
5863,41,9,2,8,2,2,1343230.0
6407,41,9,2,9,1,1,4.57
812,41,9,2,12,2,2,7169126.0
2015,41,11,1,2,2,2,1524044.0
1425,41,11,1,3,2,2,642186.0
3033,41,11,1,6,2,2,919164.0
4034,41,11,1,7,2,2,121156.0
3554,41,11,1,11,2,2,690.0
201,41,11,1,12,2,2,3207240.0
4548,41,11,2,4,2,2,6644610.0
5160,41,11,2,5,2,2,704093.0
5864,41,11,2,8,2,2,1357807.0
6408,41,11,2,9,1,1,6.2
813,41,11,2,12,2,2,7348703.0
2016,41,12,1,2,2,2,1534008.0
1426,41,12,1,3,2,2,600909.0
3034,41,12,1,6,2,2,994899.0
4035,41,12,1,7,2,2,134782.0
3555,41,12,1,11,2,2,710.0
202,41,12,1,12,2,2,3265308.0
4549,41,12,2,4,2,2,6650509.0
5161,41,12,2,5,2,2,705303.0
5865,41,12,2,8,2,2,1475748.0
6409,41,12,2,9,1,1,6.89
814,41,12,2,12,2,2,7355812.0
2017,41,14,1,2,2,2,1536468.0
1427,41,14,1,3,2,2,566812.0
3035,41,14,1,6,2,2,1074006.0
4036,41,14,1,7,2,2,135034.0
3556,41,14,1,11,2,2,1190.0
203,41,14,1,12,2,2,3313510.0
5563,41,14,2,1,2,2,278027.0
4550,41,14,2,4,2,2,6828075.0
5162,41,14,2,5,2,2,683497.0
5866,41,14,2,8,2,2,1724028.0
6410,41,14,2,9,1,1,8.62
815,41,14,2,12,2,2,7511572.0
2018,41,15,1,2,2,2,1542680.0
1428,41,15,1,3,2,2,524520.0
3036,41,15,1,6,2,2,1182343.0
4037,41,15,1,7,2,2,131398.0
3557,41,15,1,11,2,2,1195.0
204,41,15,1,12,2,2,3382136.0
5564,41,15,2,1,2,2,772705.0
4551,41,15,2,4,2,2,7311658.0
5163,41,15,2,5,2,2,670611.0
5867,41,15,2,8,2,2,1856143.0
6411,41,15,2,9,1,1,9.14
816,41,15,2,12,2,2,7982269.0
2019,41,17,1,2,2,2,1557233.0
1429,41,17,1,3,2,2,502751.0
3037,41,17,1,6,2,2,1246278.0
4038,41,17,1,7,2,2,129452.0
3558,41,17,1,11,2,2,1503.0
205,41,17,1,12,2,2,3437217.0
5565,41,17,2,1,2,2,1375859.0
4552,41,17,2,4,2,2,7556080.0
5164,41,17,2,5,2,2,652763.0
5868,41,17,2,8,2,2,2064118.0
6412,41,17,2,9,1,1,10.2
817,41,17,2,12,2,2,8208843.0
2020,41,18,1,2,2,2,1548033.0
1430,41,18,1,3,2,2,500270.0
3038,41,18,1,6,2,2,1295233.0
4039,41,18,1,7,2,2,128452.0
3559,41,18,1,11,2,2,1451.0
206,41,18,1,12,2,2,3473439.0
5566,41,18,2,1,2,2,2293096.0
4553,41,18,2,4,2,2,7698143.0
5165,41,18,2,5,2,2,652139.0
5869,41,18,2,8,2,2,2158513.0
6413,41,18,2,9,1,1,11.02
818,41,18,2,12,2,2,8350282.0
2021,41,20,1,2,2,2,1540167.0
1431,41,20,1,3,2,2,447503.0
3039,41,20,1,6,2,2,1382744.0
4040,41,20,1,7,2,2,124986.0
3560,41,20,1,11,2,2,1793.0
207,41,20,1,12,2,2,3497193.0
5567,41,20,2,1,2,2,3013025.0
4554,41,20,2,4,2,2,7760649.0
5166,41,20,2,5,2,2,651900.0
5870,41,20,2,8,2,2,2401986.0
6414,41,20,2,9,1,1,12.37
819,41,20,2,12,2,2,8412549.0
2022,41,21,1,2,2,2,1490709.0
1432,41,21,1,3,2,2,332910.0
3040,41,21,1,6,2,2,1527304.0
4041,41,21,1,7,2,2,202046.0
3561,41,21,1,11,2,2,1851.0
208,41,21,1,12,2,2,3554820.0
5568,41,21,2,1,2,2,3591924.0
4555,41,21,2,4,2,2,7875382.0
5167,41,21,2,5,2,2,598126.0
5871,41,21,2,8,2,2,2804120.0
6415,41,21,2,9,1,1,13.63
820,41,21,2,12,2,2,8473508.0
2023,41,23,1,2,2,2,1480136.0
1433,41,23,1,3,2,2,306495.0
3041,41,23,1,6,2,2,1583371.0
4042,41,23,1,7,2,2,213697.0
3562,41,23,1,11,2,2,1940.0
209,41,23,1,12,2,2,3585639.0
5569,41,23,2,1,2,2,4350660.0
4556,41,23,2,4,2,2,8115721.0
5168,41,23,2,5,2,2,636178.0
5872,41,23,2,8,2,2,3157828.0
6416,41,23,2,9,1,1,15.54
821,41,23,2,12,2,2,8751899.0
2024,41,24,1,2,2,2,1473806.0
1434,41,24,1,3,2,2,294318.0
3042,41,24,1,6,2,2,1633375.0
4043,41,24,1,7,2,2,222508.0
3563,41,24,1,11,2,2,1972.0
210,41,24,1,12,2,2,3625979.0
5570,41,24,2,1,2,2,4987599.0
4557,41,24,2,4,2,2,8108992.0
5169,41,24,2,5,2,2,637407.0
5873,41,24,2,8,2,2,3300507.0
6417,41,24,2,9,1,1,16.1
822,41,24,2,12,2,2,8746399.0
2025,42,5,1,2,2,2,1243.0
1435,42,5,1,3,2,2,70379.0
3043,42,5,1,6,2,2,63619.0
4044,42,5,1,7,2,2,879.0
211,42,5,1,12,2,2,136120.0
4558,42,5,2,4,2,2,341136.0
5170,42,5,2,5,2,2,61799.0
5874,42,5,2,8,2,2,36534.0
6418,42,5,2,9,1,1,6.83
823,42,5,2,12,2,2,402935.0
2026,42,6,1,2,2,2,1433.0
1436,42,6,1,3,2,2,63743.0
3044,42,6,1,6,2,2,72253.0
4045,42,6,1,7,2,2,560.0
212,42,6,1,12,2,2,137989.0
4559,42,6,2,4,2,2,346294.0
5171,42,6,2,5,2,2,60711.0
5875,42,6,2,8,2,2,46650.0
6419,42,6,2,9,1,1,7.84
824,42,6,2,12,2,2,407005.0
2027,42,8,1,2,2,2,1175.0
1437,42,8,1,3,2,2,56199.0
3045,42,8,1,6,2,2,80787.0
4046,42,8,1,7,2,2,452.0
213,42,8,1,12,2,2,138613.0
4560,42,8,2,4,2,2,346828.0
5172,42,8,2,5,2,2,62920.0
5876,42,8,2,8,2,2,57506.0
6420,42,8,2,9,1,1,9.96
825,42,8,2,12,2,2,409748.0
2028,42,9,1,2,2,2,974.0
1438,42,9,1,3,2,2,51356.0
3046,42,9,1,6,2,2,86520.0
4047,42,9,1,7,2,2,391.0
214,42,9,1,12,2,2,139241.0
4561,42,9,2,4,2,2,351608.0
5173,42,9,2,5,2,2,62396.0
5877,42,9,2,8,2,2,54419.0
6421,42,9,2,9,1,1,11.4
826,42,9,2,12,2,2,414004.0
2029,42,11,1,2,2,2,879.0
1439,42,11,1,3,2,2,47388.0
3047,42,11,1,6,2,2,91221.0
4048,42,11,1,7,2,2,324.0
215,42,11,1,12,2,2,139812.0
4562,42,11,2,4,2,2,351077.0
5174,42,11,2,5,2,2,56939.0
5878,42,11,2,8,2,2,58105.0
6422,42,11,2,9,1,1,15.27
827,42,11,2,12,2,2,408016.0
2030,42,12,1,2,2,2,888.0
1440,42,12,1,3,2,2,41314.0
3048,42,12,1,6,2,2,97292.0
4049,42,12,1,7,2,2,274.0
216,42,12,1,12,2,2,139768.0
5571,42,12,2,1,2,2,119.0
4563,42,12,2,4,2,2,359949.0
5175,42,12,2,5,2,2,54155.0
5879,42,12,2,8,2,2,112188.0
6423,42,12,2,9,1,1,16.88
828,42,12,2,12,2,2,414104.0
2031,42,14,1,2,2,2,1058.0
1441,42,14,1,3,2,2,35906.0
3049,42,14,1,6,2,2,101774.0
4050,42,14,1,7,2,2,307.0
217,42,14,1,12,2,2,139045.0
5572,42,14,2,1,2,2,12002.0
4564,42,14,2,4,2,2,368732.0
5176,42,14,2,5,2,2,58888.0
5880,42,14,2,8,2,2,299889.0
6424,42,14,2,9,1,1,19.51
829,42,14,2,12,2,2,427620.0
2032,42,15,1,2,2,2,776.0
1442,42,15,1,3,2,2,32322.0
3050,42,15,1,6,2,2,107294.0
4051,42,15,1,7,2,2,247.0
218,42,15,1,12,2,2,140639.0
5573,42,15,2,1,2,2,23145.0
4565,42,15,2,4,2,2,376775.0
5177,42,15,2,5,2,2,59749.0
5881,42,15,2,8,2,2,1179191.0
6425,42,15,2,9,1,1,20.57
830,42,15,2,12,2,2,436524.0
1443,42,17,1,3,2,2,28766.0
3051,42,17,1,6,2,2,111705.0
4052,42,17,1,7,2,2,286.0
219,42,17,1,12,2,2,140757.0
